datetime,hour,day,month,weekday,prod_solaire_MWh,prod_eolienne_MWh
2024-02-18 14:00:00,14,18,2,Sunday,3127.0,8879.0
2024-02-18 17:00:00,17,18,2,Sunday,273.0,7762.0
2024-02-18 19:00:00,19,18,2,Sunday,3.0,7863.0
2024-02-18 21:00:00,21,18,2,Sunday,2.0,6626.0
2024-02-19 02:00:00,2,19,2,Monday,2.0,3667.0
2024-02-19 03:00:00,3,19,2,Monday,2.0,3300.0
2024-02-19 05:00:00,5,19,2,Monday,2.0,2524.0
2024-02-19 08:00:00,8,19,2,Monday,378.0,2994.0
2024-02-19 15:00:00,15,19,2,Monday,2484.0,6397.0
2024-02-19 17:00:00,17,19,2,Monday,573.0,5959.0
2024-02-19 18:00:00,18,19,2,Monday,33.0,5285.0
2024-02-19 21:00:00,21,19,2,Monday,2.0,4587.0
2024-02-20 02:00:00,2,20,2,Tuesday,2.0,2753.0
2024-02-20 03:00:00,3,20,2,Tuesday,2.0,2319.0
2024-02-20 06:00:00,6,20,2,Tuesday,3.0,1721.0
2024-02-20 11:00:00,11,20,2,Tuesday,3800.0,2965.0
2024-02-20 15:00:00,15,20,2,Tuesday,2990.0,4154.0
2024-02-21 03:00:00,3,21,2,Wednesday,2.0,3519.0
2024-02-21 10:00:00,10,21,2,Wednesday,2591.0,8374.0
2024-02-21 18:00:00,18,21,2,Wednesday,17.0,14483.0
2024-02-21 20:00:00,20,21,2,Wednesday,2.0,14873.0
2024-02-21 22:00:00,22,21,2,Wednesday,2.0,13937.0
2024-02-22 07:00:00,7,22,2,Thursday,4.0,11888.0
2024-02-22 16:00:00,16,22,2,Thursday,515.0,15615.0
2024-02-22 18:00:00,18,22,2,Thursday,28.0,15402.0
2024-02-22 20:00:00,20,22,2,Thursday,2.0,15181.0
2024-02-22 22:00:00,22,22,2,Thursday,2.0,13911.0
2024-02-23 07:00:00,7,23,2,Friday,22.0,12081.0
2024-02-23 12:00:00,12,23,2,Friday,3340.0,10763.0
2024-02-23 14:00:00,14,23,2,Friday,3030.0,10441.0
2024-02-23 17:00:00,17,23,2,Friday,479.0,8081.0
2024-02-23 18:00:00,18,23,2,Friday,25.0,7100.0
2024-02-24 00:00:00,0,24,2,Saturday,2.0,5771.0
2024-02-24 01:00:00,1,24,2,Saturday,2.0,5761.0
2024-02-24 03:00:00,3,24,2,Saturday,2.0,6218.0
2024-02-24 04:00:00,4,24,2,Saturday,2.0,6553.0
2024-02-24 11:00:00,11,24,2,Saturday,3737.0,8439.0
2024-02-24 12:00:00,12,24,2,Saturday,4226.0,9183.0
2024-02-24 14:00:00,14,24,2,Saturday,3681.0,10093.0
2024-02-24 16:00:00,16,24,2,Saturday,1812.0,9617.0
2024-02-24 22:00:00,22,24,2,Saturday,2.0,8975.0
2024-02-24 23:00:00,23,24,2,Saturday,2.0,8948.0
2024-02-25 03:00:00,3,25,2,Sunday,2.0,6689.0
2024-02-25 04:00:00,4,25,2,Sunday,2.0,6296.0
2024-02-25 09:00:00,9,25,2,Sunday,1134.0,7850.0
2024-02-25 16:00:00,16,25,2,Sunday,574.0,10522.0
2024-02-25 18:00:00,18,25,2,Sunday,18.0,11742.0
2024-02-26 05:00:00,5,26,2,Monday,2.0,7288.0
2024-02-26 14:00:00,14,26,2,Monday,2713.0,9625.0
2024-02-27 05:00:00,5,27,2,Tuesday,2.0,10123.0
2024-02-27 06:00:00,6,27,2,Tuesday,2.0,10087.0
2024-02-27 10:00:00,10,27,2,Tuesday,1472.0,8520.0
2024-02-27 16:00:00,16,27,2,Tuesday,942.0,6346.0
2024-02-27 18:00:00,18,27,2,Tuesday,42.0,5568.0
2024-02-27 22:00:00,22,27,2,Tuesday,2.0,4416.0
2024-02-28 10:00:00,10,28,2,Wednesday,2729.0,1580.0
2024-02-28 16:00:00,16,28,2,Wednesday,2304.0,2624.0
2024-02-29 01:00:00,1,29,2,Thursday,2.0,6211.0
2024-02-29 03:00:00,3,29,2,Thursday,2.0,6104.0
2024-02-29 08:00:00,8,29,2,Thursday,737.0,6456.0
2024-02-29 15:00:00,15,29,2,Thursday,3060.0,7075.0
2024-02-29 19:00:00,19,29,2,Thursday,6.0,7536.0
2024-03-02 00:00:00,0,2,3,Saturday,2.0,9762.0
2024-03-02 06:00:00,6,2,3,Saturday,1.0,9286.0
2024-03-02 08:00:00,8,2,3,Saturday,626.0,9742.0
2024-03-02 10:00:00,10,2,3,Saturday,2599.0,8755.0
2024-03-02 12:00:00,12,2,3,Saturday,2708.0,8421.0
2024-03-02 13:00:00,13,2,3,Saturday,2225.0,7898.0
2024-03-02 15:00:00,15,2,3,Saturday,1277.0,5612.0
2024-03-02 22:00:00,22,2,3,Saturday,1.0,2946.0
2024-03-03 07:00:00,7,3,3,Sunday,17.0,2520.0
2024-03-03 16:00:00,16,3,3,Sunday,1690.0,5618.0
2024-03-03 18:00:00,18,3,3,Sunday,118.0,4230.0
2024-03-03 19:00:00,19,3,3,Sunday,1.0,3997.0
2024-03-03 22:00:00,22,3,3,Sunday,1.0,4372.0
2024-03-04 06:00:00,6,4,3,Monday,2.0,2829.0
2024-03-04 17:00:00,17,4,3,Monday,548.0,3098.0
2024-03-04 20:00:00,20,4,3,Monday,1.0,3897.0
2024-03-04 22:00:00,22,4,3,Monday,1.0,4506.0
2024-03-05 04:00:00,4,5,3,Tuesday,1.0,4649.0
2024-03-05 11:00:00,11,5,3,Tuesday,4166.0,4482.0
2024-03-05 14:00:00,14,5,3,Tuesday,4187.0,4755.0
2024-03-05 15:00:00,15,5,3,Tuesday,3461.0,4224.0
2024-03-05 17:00:00,17,5,3,Tuesday,996.0,2937.0
2024-03-06 02:00:00,2,6,3,Wednesday,1.0,2001.0
2024-03-06 03:00:00,3,6,3,Wednesday,1.0,1681.0
2024-03-06 04:00:00,4,6,3,Wednesday,1.0,1338.0
2024-03-07 11:00:00,11,7,3,Thursday,5943.0,4272.0
2024-03-07 20:00:00,20,7,3,Thursday,3.0,10618.0
2024-03-08 00:00:00,0,8,3,Friday,1.0,9370.0
2024-03-08 09:00:00,9,8,3,Friday,1303.0,6825.0
2024-03-08 10:00:00,10,8,3,Friday,1968.0,6223.0
2024-03-08 19:00:00,19,8,3,Friday,1.0,8936.0
2024-03-09 00:00:00,0,9,3,Saturday,1.0,9549.0
2024-03-09 06:00:00,6,9,3,Saturday,1.0,10326.0
2024-03-09 09:00:00,9,9,3,Saturday,1138.0,10183.0
2024-03-09 12:00:00,12,9,3,Saturday,2477.0,10253.0
2024-03-09 15:00:00,15,9,3,Saturday,1721.0,7697.0
2024-03-09 19:00:00,19,9,3,Saturday,0.0,6337.0
2024-03-10 00:00:00,0,10,3,Sunday,0.0,4220.0
2024-03-10 02:00:00,2,10,3,Sunday,0.0,3053.0
2024-03-10 08:00:00,8,10,3,Sunday,971.0,1741.0
2024-03-10 09:00:00,9,10,3,Sunday,2086.0,1155.0
2024-03-10 12:00:00,12,10,3,Sunday,3940.0,603.0
2024-03-10 15:00:00,15,10,3,Sunday,2878.0,450.0
2024-03-10 17:00:00,17,10,3,Sunday,919.0,567.0
2024-03-11 05:00:00,5,11,3,Monday,0.0,3240.0
2024-03-11 07:00:00,7,11,3,Monday,112.0,3853.0
2024-03-11 08:00:00,8,11,3,Monday,761.0,3786.0
2024-03-11 12:00:00,12,11,3,Monday,3865.0,4479.0
2024-03-11 20:00:00,20,11,3,Monday,1.0,5244.0
2024-03-12 00:00:00,0,12,3,Tuesday,1.0,4608.0
2024-03-12 02:00:00,2,12,3,Tuesday,1.0,4250.0
2024-03-12 03:00:00,3,12,3,Tuesday,1.0,4019.0
2024-03-12 06:00:00,6,12,3,Tuesday,2.0,3674.0
2024-03-12 10:00:00,10,12,3,Tuesday,3496.0,4182.0
2024-03-12 11:00:00,11,12,3,Tuesday,4079.0,5028.0
2024-03-12 17:00:00,17,12,3,Tuesday,1074.0,7866.0
2024-03-13 03:00:00,3,13,3,Wednesday,1.0,4742.0
2024-03-13 04:00:00,4,13,3,Wednesday,1.0,4087.0
2024-03-13 05:00:00,5,13,3,Wednesday,1.0,3493.0
2024-03-13 09:00:00,9,13,3,Wednesday,3117.0,2455.0
2024-03-13 12:00:00,12,13,3,Wednesday,5992.0,2813.0
2024-03-13 14:00:00,14,13,3,Wednesday,5813.0,2626.0
2024-03-13 23:00:00,23,13,3,Wednesday,2.0,3964.0
2024-03-14 01:00:00,1,14,3,Thursday,1.0,3923.0
2024-03-14 04:00:00,4,14,3,Thursday,1.0,4170.0
2024-03-14 09:00:00,9,14,3,Thursday,3607.0,3432.0
2024-03-14 12:00:00,12,14,3,Thursday,5800.0,2916.0
2024-03-14 17:00:00,17,14,3,Thursday,1538.0,4694.0
2024-03-14 18:00:00,18,14,3,Thursday,283.0,4862.0
2024-03-14 23:00:00,23,14,3,Thursday,1.0,9041.0
2024-03-15 04:00:00,4,15,3,Friday,1.0,8315.0
2024-03-15 16:00:00,16,15,3,Friday,2726.0,10108.0
2024-03-15 18:00:00,18,15,3,Friday,222.0,9514.0
2024-03-15 20:00:00,20,15,3,Friday,1.0,9275.0
2024-03-15 21:00:00,21,15,3,Friday,1.0,9664.0
2024-03-15 22:00:00,22,15,3,Friday,1.0,9772.0
2024-03-15 23:00:00,23,15,3,Friday,1.0,9674.0
2024-03-16 00:00:00,0,16,3,Saturday,1.0,9017.0
2024-03-16 09:00:00,9,16,3,Saturday,2718.0,2787.0
2024-03-16 20:00:00,20,16,3,Saturday,3.0,894.0
2024-03-17 04:00:00,4,17,3,Sunday,1.0,3183.0
2024-03-17 06:00:00,6,17,3,Sunday,3.0,3341.0
2024-03-17 08:00:00,8,17,3,Sunday,1079.0,3386.0
2024-03-17 15:00:00,15,17,3,Sunday,2929.0,2523.0
2024-03-17 20:00:00,20,17,3,Sunday,2.0,1408.0
2024-03-17 21:00:00,21,17,3,Sunday,1.0,1365.0
2024-03-18 00:00:00,0,18,3,Monday,1.0,1316.0
2024-03-18 05:00:00,5,18,3,Monday,1.0,1786.0
2024-03-18 10:00:00,10,18,3,Monday,3217.0,1649.0
2024-03-18 14:00:00,14,18,3,Monday,5200.0,1700.0
2024-03-18 17:00:00,17,18,3,Monday,1754.0,1143.0
2024-03-18 19:00:00,19,18,3,Monday,4.0,814.0
2024-03-19 01:00:00,1,19,3,Tuesday,1.0,960.0
2024-03-19 02:00:00,2,19,3,Tuesday,1.0,1039.0
2024-03-19 04:00:00,4,19,3,Tuesday,1.0,971.0
2024-03-19 12:00:00,12,19,3,Tuesday,6701.0,496.0
2024-03-20 05:00:00,5,20,3,Wednesday,1.0,2261.0
2024-03-20 06:00:00,6,20,3,Wednesday,11.0,2365.0
2024-03-20 10:00:00,10,20,3,Wednesday,4492.0,1039.0
2024-03-20 11:00:00,11,20,3,Wednesday,5252.0,896.0
2024-03-20 16:00:00,16,20,3,Wednesday,2786.0,929.0
2024-03-20 17:00:00,17,20,3,Wednesday,1451.0,949.0
2024-03-21 04:00:00,4,21,3,Thursday,1.0,2103.0
2024-03-21 06:00:00,6,21,3,Thursday,8.0,1739.0
2024-03-21 07:00:00,7,21,3,Thursday,371.0,1593.0
2024-03-21 13:00:00,13,21,3,Thursday,6588.0,259.0
2024-03-21 15:00:00,15,21,3,Thursday,5066.0,514.0
2024-03-21 16:00:00,16,21,3,Thursday,3596.0,635.0
2024-03-22 04:00:00,4,22,3,Friday,1.0,1748.0
2024-03-22 05:00:00,5,22,3,Friday,2.0,1828.0
2024-03-22 14:00:00,14,22,3,Friday,6515.0,1728.0
2024-03-22 15:00:00,15,22,3,Friday,5609.0,2380.0
2024-03-22 20:00:00,20,22,3,Friday,2.0,5373.0
2024-03-23 01:00:00,1,23,3,Saturday,1.0,7023.0
2024-03-23 02:00:00,2,23,3,Saturday,1.0,7404.0
2024-03-23 06:00:00,6,23,3,Saturday,10.0,8930.0
2024-03-23 10:00:00,10,23,3,Saturday,4807.0,10542.0
2024-03-23 14:00:00,14,23,3,Saturday,3371.0,7984.0
2024-03-23 16:00:00,16,23,3,Saturday,3345.0,11915.0
2024-03-23 17:00:00,17,23,3,Saturday,1808.0,11607.0
2024-03-24 17:00:00,17,24,3,Sunday,1778.0,6497.0
2024-03-24 19:00:00,19,24,3,Sunday,12.0,3966.0
2024-03-25 03:00:00,3,25,3,Monday,1.0,1289.0
2024-03-25 06:00:00,6,25,3,Monday,28.0,3325.0
2024-03-25 07:00:00,7,25,3,Monday,612.0,4173.0
2024-03-25 08:00:00,8,25,3,Monday,1910.0,3958.0
2024-03-26 14:00:00,14,26,3,Tuesday,1901.0,4016.0
2024-03-26 16:00:00,16,26,3,Tuesday,1070.0,4278.0
2024-03-26 19:00:00,19,26,3,Tuesday,9.0,6854.0
2024-03-27 04:00:00,4,27,3,Wednesday,1.0,4834.0
2024-03-27 05:00:00,5,27,3,Wednesday,1.0,4630.0
2024-03-27 10:00:00,10,27,3,Wednesday,3756.0,7002.0
2024-03-27 13:00:00,13,27,3,Wednesday,4727.0,9323.0
2024-03-27 16:00:00,16,27,3,Wednesday,3139.0,8934.0
2024-03-27 21:00:00,21,27,3,Wednesday,0.0,12468.0
2024-03-27 22:00:00,22,27,3,Wednesday,0.0,12008.0
2024-03-28 02:00:00,2,28,3,Thursday,0.0,13122.0
2024-03-28 05:00:00,5,28,3,Thursday,0.0,12886.0
2024-03-28 08:00:00,8,28,3,Thursday,1741.0,13439.0
2024-03-28 15:00:00,15,28,3,Thursday,4653.0,15306.0
2024-03-28 18:00:00,18,28,3,Thursday,302.0,13743.0
2024-03-29 06:00:00,6,29,3,Friday,8.0,8887.0
2024-03-29 08:00:00,8,29,3,Friday,794.0,8434.0
2024-03-29 13:00:00,13,29,3,Friday,2664.0,7826.0
2024-03-29 15:00:00,15,29,3,Friday,2094.0,6761.0
2024-03-29 20:00:00,20,29,3,Friday,1.0,4842.0
2024-03-30 01:00:00,1,30,3,Saturday,1.0,3172.0
2024-03-30 07:00:00,7,30,3,Saturday,261.0,2805.0
2024-03-30 15:00:00,15,30,3,Saturday,3815.0,2907.0
2024-03-30 17:00:00,17,30,3,Saturday,1622.0,3355.0
2024-03-30 18:00:00,18,30,3,Saturday,435.0,3294.0
2024-03-30 23:00:00,23,30,3,Saturday,1.0,6499.0
2024-03-31 13:00:00,13,31,3,Sunday,3535.0,8034.0
2024-03-31 14:00:00,14,31,3,Sunday,3284.0,9010.0
2024-03-31 18:00:00,18,31,3,Sunday,709.0,6231.0
2024-04-01 06:00:00,6,1,4,Monday,1.0,5321.0
2024-04-01 07:00:00,7,1,4,Monday,34.0,5701.0
2024-04-01 11:00:00,11,1,4,Monday,4961.0,7087.0
2024-04-01 14:00:00,14,1,4,Monday,2777.0,5546.0
2024-04-01 16:00:00,16,1,4,Monday,2296.0,4775.0
2024-04-02 09:00:00,9,2,4,Tuesday,2699.0,11504.0
2024-04-02 12:00:00,12,2,4,Tuesday,6094.0,12537.0
2024-04-02 16:00:00,16,2,4,Tuesday,4050.0,10907.0
2024-04-02 18:00:00,18,2,4,Tuesday,1162.0,8639.0
2024-04-02 19:00:00,19,2,4,Tuesday,251.0,7434.0
2024-04-03 02:00:00,2,3,4,Wednesday,1.0,8225.0
2024-04-03 09:00:00,9,3,4,Wednesday,1523.0,9476.0
2024-04-03 19:00:00,19,3,4,Wednesday,477.0,10733.0
2024-04-04 02:00:00,2,4,4,Thursday,1.0,11944.0
2024-04-04 04:00:00,4,4,4,Thursday,1.0,12279.0
2024-04-04 15:00:00,15,4,4,Thursday,5475.0,12048.0
2024-04-04 16:00:00,16,4,4,Thursday,4586.0,11318.0
2024-04-04 19:00:00,19,4,4,Thursday,469.0,6389.0
2024-04-05 08:00:00,8,5,4,Friday,808.0,12517.0
2024-04-05 12:00:00,12,5,4,Friday,5454.0,10069.0
2024-04-05 13:00:00,13,5,4,Friday,5439.0,9651.0
2024-04-05 15:00:00,15,5,4,Friday,2900.0,5819.0
2024-04-05 20:00:00,20,5,4,Friday,23.0,5239.0
2024-04-06 04:00:00,4,6,4,Saturday,1.0,11883.0
2024-04-06 05:00:00,5,6,4,Saturday,1.0,12457.0
2024-04-06 07:00:00,7,6,4,Saturday,111.0,13277.0
2024-04-06 09:00:00,9,6,4,Saturday,2017.0,12426.0
2024-04-06 14:00:00,14,6,4,Saturday,2496.0,5579.0
2024-04-07 00:00:00,0,7,4,Sunday,1.0,9303.0
2024-04-07 06:00:00,6,7,4,Sunday,2.0,5834.0
2024-04-07 15:00:00,15,7,4,Sunday,1604.0,2995.0
2024-04-07 16:00:00,16,7,4,Sunday,1258.0,2837.0
2024-04-08 01:00:00,1,8,4,Monday,1.0,3030.0
2024-04-08 12:00:00,12,8,4,Monday,5018.0,5463.0
2024-04-09 02:00:00,2,9,4,Tuesday,1.0,6787.0
2024-04-09 06:00:00,6,9,4,Tuesday,2.0,11561.0
2024-04-09 07:00:00,7,9,4,Tuesday,49.0,12063.0
2024-04-09 08:00:00,8,9,4,Tuesday,551.0,12113.0
2024-04-09 11:00:00,11,9,4,Tuesday,1826.0,7793.0
2024-04-09 16:00:00,16,9,4,Tuesday,2371.0,7627.0
2024-04-09 18:00:00,18,9,4,Tuesday,1949.0,10700.0
2024-04-09 23:00:00,23,9,4,Tuesday,2.0,6650.0
2024-04-10 00:00:00,0,10,4,Wednesday,2.0,6307.0
2024-04-10 01:00:00,1,10,4,Wednesday,2.0,6155.0
2024-04-10 03:00:00,3,10,4,Wednesday,1.0,5237.0
2024-04-10 09:00:00,9,10,4,Wednesday,2825.0,1621.0
2024-04-10 11:00:00,11,10,4,Wednesday,4990.0,1759.0
2024-04-10 13:00:00,13,10,4,Wednesday,5472.0,2390.0
2024-04-10 14:00:00,14,10,4,Wednesday,5502.0,2577.0
2024-04-10 22:00:00,22,10,4,Wednesday,4.0,3715.0
2024-04-10 23:00:00,23,10,4,Wednesday,3.0,4171.0
2024-04-11 00:00:00,0,11,4,Thursday,2.0,4552.0
2024-04-11 06:00:00,6,11,4,Thursday,3.0,2766.0
2024-04-11 09:00:00,9,11,4,Thursday,2608.0,2156.0
2024-04-11 11:00:00,11,11,4,Thursday,5378.0,1604.0
2024-04-11 12:00:00,12,11,4,Thursday,6042.0,1494.0
2024-04-11 14:00:00,14,11,4,Thursday,6234.0,1319.0
2024-04-11 15:00:00,15,11,4,Thursday,5918.0,1189.0
2024-04-11 16:00:00,16,11,4,Thursday,5295.0,1015.0
2024-04-11 21:00:00,21,11,4,Thursday,5.0,957.0
2024-04-12 03:00:00,3,12,4,Friday,1.0,1200.0
2024-04-12 08:00:00,8,12,4,Friday,1309.0,1448.0
2024-04-12 21:00:00,21,12,4,Friday,5.0,796.0
2024-04-13 05:00:00,5,13,4,Saturday,1.0,1883.0
2024-04-13 09:00:00,9,13,4,Saturday,3053.0,1135.0
2024-04-13 10:00:00,10,13,4,Saturday,2579.0,439.0
2024-04-13 13:00:00,13,13,4,Saturday,3597.0,1294.0
2024-04-14 04:00:00,4,14,4,Sunday,1.0,1626.0
2024-04-14 06:00:00,6,14,4,Sunday,4.0,1051.0
2024-04-14 13:00:00,13,14,4,Sunday,3595.0,231.0
2024-04-14 17:00:00,17,14,4,Sunday,3960.0,628.0
2024-04-15 05:00:00,5,15,4,Monday,1.0,3352.0
2024-04-15 07:00:00,7,15,4,Monday,151.0,4385.0
2024-04-15 12:00:00,12,15,4,Monday,2034.0,8184.0
2024-04-15 13:00:00,13,15,4,Monday,2117.0,8508.0
2024-04-15 18:00:00,18,15,4,Monday,1558.0,13805.0
2024-04-15 22:00:00,22,15,4,Monday,2.0,11427.0
2024-04-16 00:00:00,0,16,4,Tuesday,1.0,11553.0
2024-04-16 05:00:00,5,16,4,Tuesday,1.0,11577.0
2024-04-16 07:00:00,7,16,4,Tuesday,170.0,11519.0
2024-04-16 10:00:00,10,16,4,Tuesday,1763.0,6501.0
2024-04-16 11:00:00,11,16,4,Tuesday,3554.0,9837.0
2024-04-16 13:00:00,13,16,4,Tuesday,4279.0,9394.0
2024-04-16 14:00:00,14,16,4,Tuesday,2700.0,6129.0
2024-04-16 17:00:00,17,16,4,Tuesday,1641.0,6213.0
2024-04-17 02:00:00,2,17,4,Wednesday,1.0,4434.0
2024-04-17 05:00:00,5,17,4,Wednesday,1.0,4029.0
2024-04-17 17:00:00,17,17,4,Wednesday,3238.0,6848.0
2024-04-17 20:00:00,20,17,4,Wednesday,69.0,4028.0
2024-04-18 03:00:00,3,18,4,Thursday,1.0,2557.0
2024-04-18 05:00:00,5,18,4,Thursday,1.0,2371.0
2024-04-18 07:00:00,7,18,4,Thursday,204.0,2626.0
2024-04-18 08:00:00,8,18,4,Thursday,1139.0,2406.0
2024-04-18 09:00:00,9,18,4,Thursday,2631.0,2464.0
2024-04-18 13:00:00,13,18,4,Thursday,5275.0,2437.0
2024-04-18 19:00:00,19,18,4,Thursday,960.0,2246.0
2024-04-18 20:00:00,20,18,4,Thursday,87.0,2324.0
2024-04-18 22:00:00,22,18,4,Thursday,1.0,2660.0
2024-04-19 13:00:00,13,19,4,Friday,6447.0,9890.0
2024-04-19 19:00:00,19,19,4,Friday,842.0,7270.0
2024-04-19 20:00:00,20,19,4,Friday,83.0,7198.0
2024-04-19 21:00:00,21,19,4,Friday,5.0,7129.0
2024-04-20 02:00:00,2,20,4,Saturday,1.0,5874.0
2024-04-20 03:00:00,3,20,4,Saturday,1.0,6061.0
2024-04-20 08:00:00,8,20,4,Saturday,1584.0,4705.0
2024-04-20 09:00:00,9,20,4,Saturday,3546.0,5088.0
2024-04-20 17:00:00,17,20,4,Saturday,2392.0,4145.0
2024-04-20 21:00:00,21,20,4,Saturday,5.0,5746.0
2024-04-20 23:00:00,23,20,4,Saturday,3.0,5226.0
2024-04-21 03:00:00,3,21,4,Sunday,1.0,4762.0
2024-04-21 09:00:00,9,21,4,Sunday,3490.0,5570.0
2024-04-22 00:00:00,0,22,4,Monday,3.0,6298.0
2024-04-22 08:00:00,8,22,4,Monday,1573.0,3613.0
2024-04-22 09:00:00,9,22,4,Monday,3552.0,2934.0
2024-04-22 10:00:00,10,22,4,Monday,5247.0,3573.0
2024-04-22 18:00:00,18,22,4,Monday,1953.0,6097.0
2024-04-22 20:00:00,20,22,4,Monday,108.0,4919.0
2024-04-22 22:00:00,22,22,4,Monday,2.0,3837.0
2024-04-23 03:00:00,3,23,4,Tuesday,0.0,3961.0
2024-04-23 12:00:00,12,23,4,Tuesday,5560.0,3300.0
2024-04-23 14:00:00,14,23,4,Tuesday,5309.0,3102.0
2024-04-23 20:00:00,20,23,4,Tuesday,117.0,3212.0
2024-04-24 03:00:00,3,24,4,Wednesday,0.0,3511.0
2024-04-24 08:00:00,8,24,4,Wednesday,1053.0,3457.0
2024-04-24 13:00:00,13,24,4,Wednesday,4289.0,5686.0
2024-04-24 17:00:00,17,24,4,Wednesday,2331.0,5758.0
2024-04-25 01:00:00,1,25,4,Thursday,2.0,1093.0
2024-04-25 06:00:00,6,25,4,Thursday,11.0,734.0
2024-04-25 07:00:00,7,25,4,Thursday,324.0,762.0
2024-04-25 08:00:00,8,25,4,Thursday,1295.0,733.0
2024-04-25 14:00:00,14,25,4,Thursday,4669.0,2053.0
2024-04-26 06:00:00,6,26,4,Friday,9.0,1974.0
2024-04-26 13:00:00,13,26,4,Friday,4373.0,1520.0
2024-04-26 15:00:00,15,26,4,Friday,4331.0,1592.0
2024-04-26 17:00:00,17,26,4,Friday,2475.0,1763.0
2024-04-27 04:00:00,4,27,4,Saturday,0.0,4050.0
2024-04-27 11:00:00,11,27,4,Saturday,3339.0,4887.0
2024-04-27 13:00:00,13,27,4,Saturday,3529.0,6139.0
2024-04-27 19:00:00,19,27,4,Saturday,490.0,5693.0
2024-04-28 09:00:00,9,28,4,Sunday,964.0,5822.0
2024-04-28 19:00:00,19,28,4,Sunday,743.0,2564.0
2024-04-29 16:00:00,16,29,4,Monday,2744.0,2689.0
2024-04-29 17:00:00,17,29,4,Monday,2026.0,2572.0
2024-04-29 19:00:00,19,29,4,Monday,545.0,2050.0
2024-04-30 01:00:00,1,30,4,Tuesday,1.0,2881.0
2024-04-30 08:00:00,8,30,4,Tuesday,1013.0,2727.0
2024-04-30 11:00:00,11,30,4,Tuesday,3687.0,2562.0
2024-04-30 12:00:00,12,30,4,Tuesday,4066.0,2656.0
2024-05-01 00:00:00,0,1,5,Wednesday,1.0,2282.0
2024-05-01 03:00:00,3,1,5,Wednesday,1.0,1663.0
2024-05-01 07:00:00,7,1,5,Wednesday,188.0,1506.0
2024-05-01 14:00:00,14,1,5,Wednesday,1108.0,803.0
2024-05-01 16:00:00,16,1,5,Wednesday,812.0,1395.0
2024-05-01 20:00:00,20,1,5,Wednesday,66.0,3803.0
2024-05-02 03:00:00,3,2,5,Thursday,1.0,4041.0
2024-05-02 06:00:00,6,2,5,Thursday,8.0,4666.0
2024-05-02 09:00:00,9,2,5,Thursday,1430.0,5358.0
2024-05-02 12:00:00,12,2,5,Thursday,3287.0,6944.0
2024-05-02 15:00:00,15,2,5,Thursday,3622.0,9376.0
2024-05-03 08:00:00,8,3,5,Friday,1724.0,5767.0
2024-05-03 10:00:00,10,3,5,Friday,4653.0,5731.0
2024-05-03 16:00:00,16,3,5,Friday,4293.0,3406.0
2024-05-03 17:00:00,17,3,5,Friday,3097.0,2833.0
2024-05-03 19:00:00,19,3,5,Friday,843.0,1900.0
